特征一实部,特征一虚部,特征二,特征三,特征四四部,特征四虚部
25877,4595,703,6,6812,-4907
28586,10357,743,2,-8322,7850
27441,8872,713,0,-2801,19048
12927,-13629,721,11,-8986,-3430
13948,20882,704,13,13543,19782
11126,23001,735,13,7602,19661
15216,25549,848,5,-7800,11786
5882,-6600,721,11,-5187,6025
16274,24052,843,7,2270,14631
-8381,5421,831,8,631,-10774
6050,6955,729,4,7761,21937
28247,11687,740,0,-8178,6309
18488,24555,830,13,1428,-11253
23176,20339,844,13,21705,20136
26999,-3850,844,2,-7005,-1283
18702,23968,829,13,-70,1961
19571,24082,842,15,-4448,-6428
-8633,-1050,737,12,-8633,-1050
16090,-2868,842,2,2087,14244
28488,11780,747,0,-9821,7795
18232,835,844,0,6314,16400
26597,12254,747,0,4788,5998
28088,5734,748,2,511,22029
22230,-7157,704,11,5758,-12010
25872,-4684,743,6,-10442,3421
19234,23468,844,11,12470,23664
-1258,23278,727,13,-9821,6798
22625,-540,730,3,381,19460
8281,25922,740,13,-1326,21128
10936,19164,745,3,15041,22856
16141,-11416,722,5,-7336,-3777
-7341,13131,832,4,-151,-10248
13993,22653,730,14,13993,22653
25468,-6922,707,11,9458,-15967
-549,12732,848,3,-549,12732
2651,24886,742,13,-8345,7032
-10576,14354,713,13,-159,-12399
-8907,-2838,726,14,-8907,-2838
20790,-5093,713,9,688,-5107
19975,-4967,721,10,-5082,14524
25731,-1429,724,10,-8077,5482
2822,21622,739,14,1063,19548
-7002,8332,739,9,-1685,20815
-4723,21940,722,15,-7291,-6175
6842,22525,839,4,352,16038
29378,7732,739,3,-2613,-10983
28734,-567,835,2,840,-11059
12514,-873,726,6,1480,17016
10449,15626,731,8,12819,21721
16474,22526,738,14,16243,22430
29427,3193,830,0,2033,-9314
19983,23817,843,13,-8598,7912
16207,21114,734,13,15679,20082
11073,21567,712,12,11519,22008
2521,3265,711,7,-493,11698
15674,-13461,724,11,-7887,-6364
27362,11349,748,0,-679,9528
-3632,-131,706,14,-3632,-131
6337,24029,829,6,-3891,11899
8287,16774,845,6,9241,6201
6093,9535,729,4,8939,22106
15518,24202,848,5,1127,13301
21497,21091,830,12,19608,20681
387,832,711,11,-2829,12826
-7258,4564,712,14,-7258,4564
-6853,11357,741,5,-2031,20598
1464,21950,704,15,-3642,9125
20949,20328,832,1,21084,20405
9962,18434,721,6,12704,22251
28152,10393,737,0,-5950,13501
23346,-3544,732,4,-5522,15645
-296,22434,745,14,-2960,19623
-6533,20316,728,15,-2252,-10940
14668,25366,825,14,4780,-8872
-3139,981,732,9,-1966,19388
3944,-13501,743,5,-10624,1564
26440,2904,740,1,-3373,15030
24694,-2514,728,6,-7649,6890
10251,16624,712,1,13129,22475
28044,11519,736,0,-6888,6175
20981,21362,826,15,17071,19080
-3270,-6171,840,1,-8743,5217
12195,21760,724,11,13311,22576
-1305,-3083,840,1,-5538,6386
3243,23783,844,6,-6612,1513
18089,4369,728,1,6972,19421
28775,8711,724,1,-7694,-3939
-6254,15935,837,4,-3507,-8022
22045,16670,835,0,21699,17483
17494,23034,846,11,8795,18288
10933,21365,842,9,10543,2488
26186,-3300,733,10,-10339,9826
12929,25729,841,9,-7132,6229
12540,25053,843,9,-3377,3607
12166,21927,713,7,13027,22579
2063,5322,748,7,682,11199
16091,24077,843,12,1468,2590
28222,3067,735,8,-5055,-4153
28530,11924,744,0,-10528,4366
5102,16493,833,10,6311,4147
28904,5579,724,4,169,-11725
5192,11224,832,4,9310,2631
13129,25895,843,9,-8390,6631
12208,-14638,703,14,12208,-14638
11280,-4416,728,9,-2479,7562
15405,24717,826,11,1328,17879
2277,25895,743,15,-10624,1564
13033,21994,718,7,13811,22566
24541,5500,709,1,-608,10859
27985,-1582,744,6,-8392,-4892
17968,-2211,745,8,402,17432
-881,5203,726,11,-886,16302
9161,24054,849,6,-1170,14831
16665,24078,836,12,1291,11710
10188,22025,829,10,5248,16610
21650,20824,828,5,20640,20497
11001,19484,832,8,9367,17108
27404,-149,724,6,-8192,-2021
28728,7134,709,8,4412,-13588
16746,24608,833,14,-2442,5475
19390,22833,847,14,8695,18780
7217,25898,824,5,11202,-13159
-1559,-8711,713,14,-1559,-8711
14543,-13684,723,7,-6724,-7511
13260,24816,826,9,-1627,12661
25769,6837,748,3,3848,5255
25398,-4451,708,9,4748,-13207
19300,24087,834,15,-2673,-6311
25270,9872,707,0,1507,14343
2761,-6816,843,1,-4247,1298
24853,6299,725,4,6354,1908
27187,9420,735,0,-851,16147
27919,4237,728,1,-6511,15687
15756,9594,743,3,10841,17778
-1154,16590,730,12,381,19460
-5661,20596,725,13,-8198,-3998
13808,25494,834,7,-4681,1797
13182,24223,826,10,8264,22663
17239,19077,839,2,18788,20546
8327,20534,845,3,8327,20534
17111,24224,841,5,4998,21323
2064,23264,841,6,-5813,-998
18364,23866,843,12,2832,19392
-6776,4503,724,12,-7266,10848
-1999,21180,734,14,-4523,17816
9381,-86,742,4,4012,20169
20057,22467,828,13,10620,17958
-4412,2072,714,12,-6222,7750
28311,782,724,6,-7979,-5679
14483,24660,833,9,-61,15956
9570,24242,740,13,3536,19776
28181,11291,729,2,-8440,4701
21153,-4937,742,8,-3265,17785
-2348,9576,712,14,-2348,9576
7430,3619,748,8,6962,21674
23243,-6283,848,2,-6127,9583
2215,-1700,841,1,-2017,5732
20350,-5022,745,8,-2607,18535
7407,-9207,836,1,-1704,-3853
-17,21522,728,15,-4052,3378
11623,21670,726,9,13305,22839
-3628,17730,747,7,193,21796
27661,13066,709,2,3851,-12971
14881,9185,727,8,9604,17270
25913,5885,710,1,-2843,8976
27960,11383,719,2,-7358,1514
8054,17756,703,5,9147,20489
-342,-7503,704,12,-5990,-2417
14253,-15008,725,7,-8459,-7784
7246,-8966,706,12,629,-6827
25729,10299,704,3,11804,-361
7976,18967,748,5,9562,21115
3669,-1095,714,14,3669,-1095
18107,21666,841,10,16289,20979
9838,200,737,10,2544,17725
26121,-290,719,6,-6248,-75
28784,7005,717,4,8274,-13459
-1445,14696,829,4,705,-1395
17663,1114,730,6,2274,12776
-4669,6323,736,11,-3224,15338
21958,20226,832,10,21678,20066
2108,-5060,718,7,-5527,7615
25398,4598,719,4,1943,883
17980,22398,833,7,12228,18960
-4723,22122,723,15,-7363,-6552
28952,5236,726,4,-1783,-10864
26541,11393,709,0,-1885,8437
17846,24478,848,14,-4568,5941
27219,14116,703,2,17915,-11515
6750,21610,828,6,1004,9974
15174,21022,841,3,15174,21022
2472,10864,719,11,3336,17708
12224,24143,849,6,4375,20155
8285,12163,829,6,13850,4257
3354,24996,730,13,-5860,16769
4789,-10942,739,11,-6556,-990
7250,7915,842,8,11127,2818
24434,-6608,843,2,-8598,7912
18580,-2109,746,8,140,16966
28049,2396,730,4,-7747,-276
20550,-11152,714,5,-5031,-10737
1045,-10849,711,14,1045,-10849
19234,17331,827,2,19449,18646
-13061,8250,708,13,7320,-15024
411,-9504,720,12,-6423,-4014
16656,22628,747,14,16443,22507
4872,18916,834,4,1761,9602
-4710,8839,837,3,-4710,8839
7026,5732,706,6,4984,19410
944,21045,827,10,-3818,1436
26245,7163,720,3,840,2854
19077,-11082,717,11,-2810,-10134
-5437,12749,746,7,-2271,18931
17955,-3767,716,10,-2988,14402
22425,-4302,722,4,-5770,15644
-4463,7424,747,11,-2667,16381
11663,15333,745,2,15244,22574
17913,963,711,7,10614,559
13278,22414,718,12,13615,22649
10707,14768,741,9,10664,17666
-6064,20171,724,13,-7644,-4843
27047,8511,716,1,-481,916
28669,5066,721,8,-5982,-6423
16490,24400,839,11,1625,18195
13383,23476,824,5,4229,10346
12928,22750,829,12,13635,756
14761,24397,826,5,2004,15969
20177,-9315,703,11,1385,-11288
392,14883,829,10,5504,-3150
28786,7760,712,3,-4370,-8676
18252,23727,843,14,2270,14631
22404,1021,843,0,4326,12030
-5670,-3961,832,3,-5670,-3961
19949,-1846,731,8,-369,17830
9235,24663,826,9,1890,-2943
21166,22894,846,15,6405,22662
8163,3184,705,6,3390,18355
23594,6651,737,2,5548,18332
21388,21999,845,15,11982,19631
23668,0,824,2,3935,1987
28341,4600,707,10,4474,-12154
28217,3425,733,8,-8304,1815
16756,24595,825,12,-77,17133
14890,25285,846,7,-4895,3383
2149,5800,728,9,1838,17763
9485,3236,827,3,9485,3236
19637,20998,838,10,18703,20543
15577,1304,842,0,7846,17882
-20,23961,736,13,-8265,632
16361,19729,747,11,16488,20147
1279,-7221,714,5,-7588,10856
1006,16392,837,3,1006,16392
13001,25617,835,7,-1874,-4540
6348,6500,848,1,5032,10938
5282,18940,730,11,7955,22040
19115,23320,833,13,4077,8409
2853,3919,827,1,992,9543
26071,6700,704,4,8058,-3735
10400,12190,718,3,11268,21420
7077,4310,710,6,4289,19317
-4996,-3100,742,7,-8077,7890
17468,23757,825,14,4348,16001
19869,21032,840,6,18887,20542
10439,-15227,715,12,807,-14543
20597,23107,842,15,1163,17211
8758,14909,712,6,10428,21135
22665,-3215,829,0,-1538,14903
9750,886,714,14,9750,886
14305,23355,828,9,5404,14989
-11776,4402,711,13,11802,-13589
28536,12221,742,2,-5534,-9060
-4549,8812,734,12,-4549,8812
16752,24556,830,7,2836,20693
10807,25698,834,5,1204,-8104
12792,24558,838,9,-1266,7199
-9527,-3337,748,12,-9527,-3337
22044,20649,832,7,21154,20318
6017,4777,835,3,6017,4777
14416,-7104,716,9,-4481,2660
13882,9861,846,0,13880,18871
23985,-1027,722,10,-5258,6698
17372,22363,831,5,11948,18789
-11116,10777,741,14,-10723,1962
17096,4407,723,1,6488,19227
13273,23118,825,12,10826,1267
12181,20470,715,10,14228,22556
-1869,-466,837,3,-1869,-466
-2826,21643,845,10,-4292,-8438
28751,7142,703,4,10641,-14657
22254,1047,736,1,2059,18590
290,14354,738,11,2578,19055
27458,11881,722,0,-5821,6997
21401,20092,838,1,21538,20157
1702,-644,718,14,1702,-644
2374,4653,709,5,318,14741
15434,23008,723,13,14443,22522
23588,-1548,739,8,-4537,12340
1112,689,728,11,-2317,13126
13162,25335,842,5,-3965,552
12243,15791,724,0,15179,22576
-9728,10532,705,13,4290,-10932
27212,-2363,827,2,-2987,-5302
10276,11482,730,3,11405,21537
29130,7523,724,3,-7979,-5679
28372,10899,715,1,7667,-13739
7529,24558,745,13,-668,16975
18201,7493,707,2,8242,19655
27847,2510,748,3,-6657,12231
27430,3286,714,4,-4212,-3795
27074,13977,704,0,5758,-12010
28656,4548,724,8,-7694,-3939
22069,20512,835,9,21356,20219
6038,22832,725,13,1267,16913
14810,-4449,836,0,4252,20765
17106,19535,719,13,17245,18939
14757,23207,718,13,13615,22649
22336,6919,729,2,7138,19630
22191,20565,826,12,21302,20217
-5375,-2409,846,1,-8071,9406
21380,18028,828,6,21455,17541
17432,24628,846,14,-4706,-521
6888,-1850,715,9,-1765,11279
9000,20758,744,12,9000,20758
13973,25199,826,12,1628,-4448
3271,22900,737,13,-3163,7329
10538,25705,833,5,1857,-8555
-332,738,712,14,-332,738
-3956,16591,708,15,1545,-3826
20324,-166,832,2,4120,8027
9272,21105,826,9,10596,1430
26937,10007,709,1,5643,-3866
-7344,-577,747,7,-8400,10987
3373,20716,847,8,-1611,13812
24064,1744,718,8,-3081,9160
27670,12250,733,0,-4372,6400
11726,11391,836,2,12645,18981
2955,23722,720,15,-5048,12003
27612,13244,712,0,-4370,-8676
26563,11309,729,2,1875,6788
7668,21900,835,8,3992,18703
31,4279,737,12,31,4279
22516,4715,706,1,1389,14011
28803,4725,720,6,5673,-13163
-2758,-3556,722,7,-6822,11689
15008,-5937,712,11,758,-2324
2132,13838,826,4,4307,2150
-3508,15551,727,14,-3508,15551
21020,1746,739,1,2944,18281
16648,22809,827,5,9962,18457
27852,12989,713,2,375,-13677
18315,23285,848,7,9048,20445
22636,-5755,743,6,-7992,8669
28992,6162,716,8,-2562,-12087
28983,9599,733,1,-6384,-7470
14633,24362,833,12,4051,-1674
28862,6007,715,8,-1983,-11336
26480,13071,703,2,8534,-3894
-2103,5524,825,1,-2375,12780
25736,10205,705,3,11492,-307
7115,17059,837,6,7975,5618
12472,23785,831,5,3335,4177
8412,22275,714,15,5223,17739
26575,-1034,745,3,-4616,18588
12612,22312,707,14,12612,22312
18410,18469,745,9,18232,18893
6659,18254,836,10,5040,6851
2913,19162,848,3,2913,19162
11511,756,830,2,5407,16887
1545,-3826,708,14,1545,-3826
-12004,14691,704,15,4673,-15294
28222,-436,734,4,-11076,-1027
11553,-3809,736,9,216,3790
18904,19935,842,4,18193,19314
7936,20688,737,11,9411,22032
21350,21574,848,14,17090,21058
21953,21194,830,13,19459,20550
9594,14992,720,3,12566,22241
4556,17397,844,8,2345,10620
19740,22767,849,13,6966,6999
9044,5149,748,7,6612,8772
19201,22114,846,7,14070,19914
-6161,6227,739,9,-2271,19666
17472,25054,824,13,11803,-14568
26751,3567,713,3,-6341,9711
-795,11835,827,3,-795,11835
5049,10845,741,4,9050,22281
5586,-14050,831,3,5586,-14050
28478,10016,712,1,1108,-11976
-2463,19118,841,4,-5813,-998
-3814,-8064,746,11,-9857,7167
25229,6812,830,0,13709,4366
27139,5201,725,2,1080,22523
18590,20199,833,6,17555,19195
26709,-2393,739,10,-9139,753
-707,21835,711,13,-6417,8388
9272,21289,830,4,5407,16887
27515,981,738,8,-8734,3516
-427,19314,844,4,-4476,2066
28692,9676,707,3,6514,-15187
24142,7342,746,3,6819,8314
-5455,5162,713,5,-2801,19048
1009,-12614,746,5,-11183,4559
7848,22244,832,10,1491,13861
11625,-1830,705,12,7728,-1106
789,-6638,719,11,-7216,9675
9766,25707,830,5,3886,-9736
27702,12878,708,2,1273,-11123
25600,4921,824,2,14887,427
15339,24834,830,12,-1989,3629
19914,-6178,731,10,-4593,16775
4097,6547,734,7,2791,11031
11030,26177,835,5,-2044,-9341
16348,24717,830,14,-1989,3629
-5976,3870,735,11,-5218,14418
20837,22534,845,15,8629,18120
5954,23707,727,15,-569,16110
19292,21905,849,11,14398,19889
1414,23585,723,13,-6648,12324
22336,20498,840,5,21456,20248
27976,548,744,8,-9920,5342
25839,4916,709,1,-3155,11840
11361,-8072,748,10,-1347,19946
1961,22585,708,15,-4093,10470
-8668,4528,739,12,-8668,4528
2309,20535,730,15,-237,6016
2991,23023,747,7,5827,24370
29175,7695,734,1,-7543,-5156
17099,24214,824,11,7742,22435
11366,-8111,709,7,-2239,-1783
19004,24430,837,15,1543,-11868
29412,8176,747,1,-9030,-4226
219,-9481,722,11,-9449,9495
641,17282,742,7,3256,20813
20881,22232,842,15,10800,18426
3895,-8152,718,5,-7303,8997
13147,21094,734,6,15036,22595
20790,22172,839,13,13073,19461
626,8336,723,7,916,16277
5115,25929,734,15,-8180,12170
24333,1902,730,8,-2531,10500
15390,25698,844,12,-3541,-9196
15285,25177,848,11,-5276,8703
24702,696,719,6,-2649,1868
3499,2789,826,3,3499,2789
16574,22943,847,14,10130,3777
20140,19949,832,2,20916,20422
22085,17451,846,3,22085,17451
19397,24176,838,13,-8691,-589
19367,-752,705,10,-1659,10407
20425,23235,835,13,4495,21837
8539,17994,709,9,10001,20949
9705,12213,717,5,8676,16039
10950,-12208,706,12,3030,-11815
3801,20213,732,15,1679,7931
17349,24444,835,12,80,17641
14486,24132,835,11,1792,10045
28028,11732,716,2,-7573,-2767
8127,20062,836,8,5411,16420
29343,6558,733,3,-11241,1750
-4584,18530,727,14,-4584,18530
976,-12524,723,12,-7350,-6916
28822,4646,721,10,2903,-12586
27499,14115,722,0,4822,-13949
1391,24926,734,15,-7870,-60
24902,7065,722,1,1935,10080
10638,13722,729,3,12574,21779
-1408,18533,715,15,-170,386
-1978,22842,731,13,-9789,4304
10189,-13632,827,1,-1768,-10277
25859,11325,744,2,7055,7871
18334,-2689,835,2,1213,11269
18853,-12097,719,11,-4194,-10553
26726,784,723,4,-8001,4683
14479,1159,744,6,3355,14036
15789,4239,728,3,6972,19421
-5412,-4507,728,12,-9498,3145
-264,-2634,726,11,-4875,12384
13904,-6496,742,4,-943,19814
26798,-2442,739,10,-9219,699
19078,22461,833,14,11330,18547
23193,-8085,732,9,-5403,-8235
10466,6974,843,2,10025,18575
20108,23629,849,13,-5911,5493
2645,-9397,713,7,-8532,4747
11911,20312,834,8,10151,18436
3290,2146,708,7,-631,10444
21262,21245,831,15,17424,19158
26943,-2285,849,0,-6040,12489
-7125,11497,725,14,-7125,11497
26729,12191,704,2,2761,-2774
13933,25362,843,5,-5216,5041
15522,-12756,834,1,4184,-13015
17537,-12789,718,7,-3413,-11042
-5608,17744,703,13,-4850,-2287
28746,5781,715,10,8402,-13456
-1350,11284,742,14,-543,6701
23183,393,734,3,-1070,15756
14169,-2348,745,8,2272,19529
15622,21541,841,6,12504,19312
16348,23034,847,12,7144,6450
1915,4143,713,7,-403,12708
21778,-6757,713,9,-1889,-7581
19540,23591,826,15,2004,15969
14510,23693,825,14,10076,635
20353,22803,841,13,7477,18168
9331,16494,835,1,10326,18562
8208,19456,748,11,9562,21115
11224,1994,839,3,11224,1994
17963,1723,708,8,1620,14647
27060,14544,709,0,13570,-13048
23066,3894,735,10,6348,3089
-635,11523,710,14,-635,11523
11359,10406,829,2,11663,18592
-430,20666,720,15,-2905,2472
26961,-1077,746,4,-8545,4290
21833,20558,824,9,21157,20271
5952,26051,827,9,9228,-14608
27300,13984,705,2,16564,-12191
-7403,7549,716,14,-7403,7549
19077,21181,830,6,18001,20571
15724,24586,835,7,-592,14262
2246,-14063,712,14,2246,-14063
-428,15094,826,4,761,319
7638,22195,837,4,2041,16581
6829,20398,842,10,2511,8882
9079,21508,829,4,4981,17099
21620,20463,849,6,20937,20316
10867,22251,835,9,7819,2935
-7418,8482,737,12,-7418,8482
9483,24031,826,6,1328,17879
14004,23962,834,7,2928,5451
17318,22718,833,11,9984,18297
14321,21902,845,6,10352,18826
23838,6576,732,2,5201,19533
27508,10720,748,0,-884,12919
19243,8677,706,1,8065,14449
17423,-12344,716,7,-2844,-10742
-7873,3565,839,3,-7873,3565
14446,-163,829,3,14446,-163
15520,23557,837,11,4255,13469
20511,20950,837,12,17847,19270
13794,22420,825,7,8366,7867
21097,20530,844,4,20615,20408
18079,23420,837,12,6706,18595
27637,9741,720,2,-5048,12003
27444,13841,710,2,14192,-12962
18227,24790,826,13,-901,-10884
-4562,5227,738,5,-2713,16223
29017,5936,718,8,-2710,-11330
24229,6303,713,6,10032,766
28401,4104,739,3,-8166,5469
26987,5112,743,1,-3074,10766
28262,10806,705,1,8137,-14039
11922,24626,838,6,3827,21191
21386,348,737,10,706,6629
21831,-1234,706,9,7151,-4559
17240,22853,828,7,10111,18564
5629,23771,725,15,-1085,15932
16977,19182,843,10,15950,17236
27320,2400,723,8,-8001,4683
28223,3653,709,10,431,-10699
6255,-3457,705,11,-2645,6276
5923,-13539,746,9,-10776,5919
11129,18760,744,14,10892,17859
18107,24665,826,13,2749,-10751
7408,22144,838,6,481,10456
29303,4846,742,3,-10893,2911
17847,19270,837,3,17847,19270
16545,-2600,732,4,482,18346
3412,14387,720,12,3743,16617
18891,4820,746,0,10881,22550
16806,24559,842,11,2351,20078
5610,9445,841,4,11403,1342
28913,4634,745,3,-8425,3375
4470,25537,742,15,-8077,7890
28170,3298,727,8,-9084,1760
28314,11630,743,0,-8322,7850
9975,24509,739,15,2843,19276
12116,-2707,848,2,3765,17775
1551,14436,741,11,3382,18776
14462,21198,831,10,11948,18789
4013,15152,739,5,5652,19267
10731,21772,838,5,12043,710
-6575,21399,727,13,-9991,-5811
14065,25128,838,7,-2719,2624
20881,-654,710,10,-2336,8571
26074,148,739,1,-2568,19379
23146,7298,708,0,5306,19710
23226,8260,719,0,5913,18583
3023,-11967,737,11,-8517,-215
-838,-9736,732,7,-9897,8778
18388,22435,829,5,13598,20515
963,18946,734,14,-358,16086
23574,-4368,847,2,-3744,6440
10270,16679,745,4,12864,21717
-2338,10439,729,12,-1942,14599
13661,23877,848,6,7365,21367
7046,25551,738,15,-4440,15947
21017,20143,847,3,21017,20143
-15,9312,713,12,-403,12708
18974,22637,839,14,9828,17710
-10137,17022,713,13,-4239,-11338
27192,9246,737,0,-434,16884
19219,24025,835,13,-4910,2539
27771,4611,727,1,-5792,14742
8615,23610,836,6,-397,14718
9813,-2724,725,11,-6,5243
17236,-7662,704,9,-4238,-2152
25782,9143,717,0,1639,17270
5649,9125,840,4,11659,1193
8836,18176,723,9,10474,21124
3033,7438,740,14,5207,4356
25844,1541,705,4,-5230,1546
-534,-13294,733,7,-12516,7514
-4444,15328,829,4,-2064,-4982
28882,2718,833,0,-153,-5646
16580,24034,849,9,5239,20066
14877,-13549,735,9,-8551,-4643
15035,25806,832,14,3441,-12338
18198,23251,846,12,6651,16859
5999,-12110,707,12,-1957,-9383
27393,-46,722,10,-9013,-10
19242,-2508,832,2,1045,9906
23271,4063,743,4,4616,5237
11034,-10850,727,5,-8126,2953
29343,6590,742,3,-6942,-5201
12930,17905,745,2,16273,22543
-11901,12731,706,15,7662,-14644
1318,-12155,717,12,-6726,-6954
8128,25568,747,13,-1651,19637
28796,6185,742,1,-8550,5732
23699,9171,706,0,4217,16137
24270,5104,723,6,7018,1077
2308,24156,849,10,-8949,2859
13291,18130,824,3,13291,18130
14039,19617,837,8,12798,18165
5755,-9805,704,11,-7750,3412
15840,1249,742,10,3198,13467
17476,24495,830,14,-1297,15390
15439,24362,842,7,388,10531
-7934,272,734,12,-7934,272
13433,10576,740,4,10554,17601
2530,21334,716,13,-1688,11747
18502,23860,849,5,8798,23604
27117,1899,733,3,-5253,16176
17930,-2803,704,11,6501,-3043
27075,11874,715,2,-170,386
-11787,4380,736,14,-8256,-4655
23537,-1740,745,3,-711,18763
22809,-8191,706,12,18154,-11987
20453,20949,845,10,19573,20677
17289,24491,841,14,-2588,5209
14007,-7990,706,9,-5454,2229
16665,22990,747,15,15100,22335
8007,23549,735,13,2195,17149
-1822,24423,740,15,-3590,-10437
15917,-6213,738,4,-2189,18412
29098,10662,746,2,-12175,5695
909,24779,741,13,-9523,2496
